"","score","text","polarity"
"491",-1,"@aajtak @INCIndia and team have habits to make inappropriate statement and then apologies.  Please ban @sampitroda… https://t.co/BJp2CyfLD8","negative"
"492",0,"@INCIndia has @NarendraModi apologized for Gujarat Riots where he was solely responsible fr the Gujarat Genocide...… https://t.co/H5V6Bjfh6s","neutral"
"493",0,"@GprasadHavanje @INCIndia @divyaspandana Modi was never a More (peacock) 🤣😂","neutral"
"494",0,"@sardesairajdeep But @RahulGandhi and @INCIndia always believed that you are their Cheerleader #1. #LokSabhaElections2019","neutral"
"495",0,"Dear @BJP4India n @INCIndia you both need to set an example of changing the mindset of our administrative officers… https://t.co/IPnklPR5xW","neutral"
"496",-1,"RT @yusufpore: Today marks the 83rd death anniversary of Dr. Mukhtar Ahmad Ansari. AICC President and nationalist leader committed to the c…","negative"
"497",0,"RT @DrGPradhan: 1965 : CSI started
1968 : TCS started 
1972 : Patni started
1976 : HCL started
1978 : PCS started 
1980 : WIPRO started in…","neutral"
"498",-2,"@INCIndia  It is sad to see some Aishwarya Mahadeo talking in defence regarding this idiot Pitroda statement. Remov… https://t.co/JgbNYt4ltp","negative"
"499",0,"RT @Ask_RahulGupta: #Azaadi from @INCIndia @AamAadmiParty Must Watch 🤣🤣🤣🤣

Video copied from @desimojito https://t.co/09XG3iRPaT","neutral"
"500",2,"RT @thesuniljain: For all the retired Navy top brass running to give a clean chit to Rajiv Gandhi @INCIndia @RahulGandhi. Today's @IndianEx…","positive"
"501",0,"RT @iamnivesh: @ShashiTharoor @AatishTaseer @INCIndia And the same issue says ""@narendramodi is India's best hope for economic reforms"" ref…","neutral"
"502",1,"RT @arunpudur: So the unbiased 'Journalist' Taseer is / was @INCIndia PR Manager. 

Aare Pidis forgot to delete this in Wikipedia. May thin…","positive"
"503",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"504",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"505",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"506",0,"@ShashiTharoor @AatishTaseer @INCIndia Aatish Taseer and Ian Bremmer have  both written for this weeks  edition of… https://t.co/fM6qe2UfVe","neutral"
"507",0,"RT @BJP4Karnataka: Your Joke is as poor as your aspirations for ticket in @INCIndia. Pity you big mouth.

You seem to be living in pappu pa…","neutral"
"508",1,"@arunpudur @iankitsri @INCIndia @tavleen_singh @AatishTaseer My bad. It looks like @tavleen_singh never married to… https://t.co/kp5SsaK6l1","positive"
"509",1,"@kramdas @MrsGandhi @INCIndia Still he is giving clean chit against all evidence","positive"
"510",-2,"RT @ShefVaidya: This guy has NO SHAME. @sampitroda brazenly defends the role @INCIndia played in the #SikhGenocide1984 with an arrogant #Hu…","negative"
"511",0,"RT @akankshaolaINC: Last day of campaign started with back to back padyatras since morning for @INCIndia candidate Shri @inc_jpagarwal ji i…","neutral"
"512",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"513",0,"@IndianExpress @TIME you should put a disclaimer that Atish Taseer is PR of congress or you forgot to delete the wi… https://t.co/D4j5EQVt5G","neutral"
"514",-1,"Don't worry we have hands on experience of throwing out ""Dividers"", we sent back Britishers in past and it's his ti… https://t.co/C6azpQTnm7","negative"
"515",0,"RT @AnandhJose: @INCIndia will provide Statutory Status to the National Security Council and the office of the NSA #RahulNyayDilayega https…","neutral"
"516",0,"@tweet2el1 @RahulGandhi @INCIndia @priyankagandhi Well ramadan is no festival it's just a month eid is A festival i… https://t.co/u6Ei5GvuM5","neutral"
"517",0,"@INCIndia Ramdas is a family protege lacks credibility like Rahul Gandhi","neutral"
"518",2,"RT @BhavikaKapoor5: On 23rd May 2019 people will see a miraculous come back like Phoenix of @INCIndia , all along my prediction for Congres…","positive"
"519",-1,"@INCIndia @RahulGandhi @htTweets Past is history but present and future are your destiny, it’s up to you to mar or… https://t.co/mspFn1fYdM","negative"
"520",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"521",0,"@sakshijoshii @INCIndia He has already apologised and basically he didn't mean what people made out now stop tweeting again and again","neutral"
"522",1,"@GodduSahadev @rajeev_mp @BJP4Karnataka @RahulGandhi @sampitroda @priyankagandhi @INCIndia You r enough Sam to make… https://t.co/fbYUrNtjWQ","positive"
"523",-1,"@anindita_guha @Twitter @INCIndia @facebook Similar story
Used facebook in 2013 to rant at PMLN/PPP
2018 - decided… https://t.co/gR6lKlGDcD","negative"
"524",0,"@INCIndia Congress for Pakistan! https://t.co/Htt8Ecix5Z","neutral"
"525",-1,"@OmarAbdullah Of course you don’t see the difference...! But why aren’t you criticizing @INCIndia for @sampitroda s… https://t.co/fS9OgrYHTB","negative"
"526",2,"RT @BhavikaKapoor5: On 23rd May 2019 people will see a miraculous come back like Phoenix of @INCIndia , all along my prediction for Congres…","positive"
"527",0,"@INCIndia How Slaves are made In Bharata?? https://t.co/bqnheIY3zL","neutral"
"528",0,"@BhavikaKapoor5 @INCIndia @RahulGandhi Whatever the result please tweet on 23 May. Never give up hope.","neutral"
"529",2,"RT @BhavikaKapoor5: On 23rd May 2019 people will see a miraculous come back like Phoenix of @INCIndia , all along my prediction for Congres…","positive"
"530",-2,"Communal clash in Assam, 15 hurt https://t.co/kmirPhLf8F @sushmitadevmp @INCIndia @BJP4India https://t.co/pSnADpDJqF","negative"
"531",0,"@INCIndia And he has a contract with Dassault ...","neutral"
"532",1,"@PChidambaram_IN 
@INCIndia 
More proof.. anyway, nobody expects honesty from congress leaders.. &amp; this guy PC bluf… https://t.co/mGy1nUHFCs","positive"
"533",0,"#RT @CHOTIWALA: RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and th… https://t.co/Zhb3twWxSx","neutral"
"534",-2,"@INCIndia @RahulGandhi @htTweets Modiji is not bothered about your fsmily. you lied about him and called him names.… https://t.co/Y8ijn4m3qA","negative"
"535",0,"@INCIndia @priyankagandhi @RahulGandhi its time to reply them in the same way as they are. Bring out the Karan thap… https://t.co/s0sSMUCl5y","neutral"
"536",0,"RT @tweet2el1: Hello @RahulGandhi , I found Labour Day, Gujarat Day, Maharashtra Day, Basava Jayanti etc etc greetings on your TL. 

But lo…","neutral"
"537",0,"RT @RajatSharmaLive: How PM lashed out at @INCIndia for Sam Pitroda's remark on 1984 riots, 
Watch exclusive video of what Late Rajiv Gandh…","neutral"
"538",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"539",1,"@neelakantha Dishonesty of journobrokers like @_sabanaqvi makes me angry.

On face, they all behave objective neutr… https://t.co/XYjXehA3W5","positive"
"540",0,"#RT @CHOTIWALA: RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and th… https://t.co/RqfF5opHkJ","neutral"
"541",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"542",0,"RT @DrGPradhan: 1965 : CSI started
1968 : TCS started 
1972 : Patni started
1976 : HCL started
1978 : PCS started 
1980 : WIPRO started in…","neutral"
"543",0,"@narry13 @skvirulkar @AAPDelhi @BJP4India @INCIndia Sir they don't have it in them 😑😑","neutral"
"544",1,"RT @narry13: My request to @AAPDelhi @BJP4India @INCIndia The party that promises that de will stop pension of MP?MLAs, make attendance in…","positive"
"545",1,"@sampitroda @INCIndia don’t need any external factor to reduce its vote share ... you are more than enough SAM uncle...","positive"
"546",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"547",0,"@BJP4India द्वारा #SabkaSaathSabkaVikas हुआ है।
1. 100% electrification 
2. Rural road connectivity increased from… https://t.co/ciC0DRrV0Y","neutral"
"548",0,"@INCIndia To you @INCIndia @RahulGandhi @ArvindKejriwal https://t.co/sq1yyIfqBT","neutral"
"549",0,"RT @vintananda: All know @sampitroda’s words are misrepresented deliberately to suit anti @INCIndia hyperbole of @BJP4India to garner lost…","neutral"
"550",0,"SILENCING OF MANI SHANKAR IYER BY PSEUDO @INCIndia  IN ELECTION 2019 OF NO HELP TO CONCEAL ITS ANTI-HINDU MINDSET","neutral"
"551",0,"@INCIndia You didn’t give an option of “none of the above” or “I don’t believe in this post”? Same situation like… https://t.co/XygN2DavF9","neutral"
"552",-1,"RT @cchandramouli1: Sure @TajinderBagga. The @INCIndia's unmindful loose cannon Sam @sampitroda (who also happens to be @RahulGandhi MargDa…","negative"
"553",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"554",0,"@ashutosh83B @BJP4India @narendramodi @INCIndia @RahulGandhi @priyankagandhi @rssurjewala @sushmitadevmp Idiot go c… https://t.co/npCRoVIKyU","neutral"
"555",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"556",0,"@GodduSahadev @sampitroda @rajeev_mp @BJP4Karnataka @RahulGandhi @priyankagandhi @INCIndia We used to hear that Sam… https://t.co/GxDFcMLNs7","neutral"
"557",1,"@BhavikaKapoor5 @INCIndia @RahulGandhi Ru sure inc gain seats","positive"
"558",0,"RT @shankarsview: Horrendous from #SamPitroda. @INCIndia believes in aiming carefully, taking a deep breath and shooting itself in the foot…","neutral"
"559",0,"@ARanganathan72 @INCIndia @TIME @timesofindia @drmanny Intellectuals on fire 🤣🤣🤣🤣","neutral"
"560",0,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India sirji... he voted in the south mumbai con… https://t.co/n3m8hkrZty","neutral"
"561",0,"RT @ARanganathan72: 185. @INCIndia got all copies of @TheEconomist CONFISCATED at Indian airports because it had published this cartoon of…","neutral"
"562",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"563",0,"RT @ARanganathan72: 176. @INCIndia BANNED Balraj Sahni's iconic play Jadoo ki Kursi that lampooned Nehru. https://t.co/cTKl4ClhWN","neutral"
"564",0,"#RT @CHOTIWALA: RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and th… https://t.co/KzHdEGD8Yb","neutral"
"565",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"566",-2,"RT @Sanju_Verma_: @RahulGandhi's @INCIndia,allowed defaulters to defraud banks,with zero recoveries of bad debts

Under @narendramodi,recov…","negative"
"567",-3,"RT @iampritampyaare: As a Sikh IAM sad very sad what @sampitroda n on @INCIndia  that you guys will go so low  shame on u ...Sikh na bhula…","negative"
"568",-1,"@calamur @RahulGandhi He is jealous of u that how csn u stay with ur family and he can't.

@RahulGandhi @INCIndia","negative"
"569",2,"Just watched @ndtv   The big fight on personal attacks. I just gained so much respect @Nidhi . I have never seen an… https://t.co/m6HI7uHGbA","positive"
"570",1,"@SridharJayshree @RahulGandhi @INCIndia Never heard a BJP leader apologises for anything. They are so clean and pious, never do any mistake.","positive"
"571",-1,"RT @ARanganathan72: 184. @INCIndia youth wanted to BURN copies of @TIME to protest its labelling PM Manmohan Singh as an Underachiever. The…","negative"
"572",0,"@drshamamohd @RahulGandhi @narendramodi exonerated by Supreme of India. @INCIndia tried its best to create false na… https://t.co/sXRW6erLXZ","neutral"
"573",0,"RT @truckalaya: #HuaToHua is what @INCIndia thinks of #1984SikhsGenocide 

#KyaKarliyaTumne
#KaPaadLiyaTumneHamara
#HumToAageBhiKarenge

Is…","neutral"
"574",0,"RT @mp02kg0001: Just see the difference #UnitedByVote #DividerInChief .
@INCIndia @INCMP @IYC @IYCMadhya .
We have to decide whom we have t…","neutral"
"575",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"576",-1,"@akashbhardw @AtulTyagiBJP @RahulGandhi @INCIndia @AcharyaPramodk Bhai Acharya Pramod is fake Acharya in the garb o… https://t.co/CUJnJreToL","negative"
"577",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"578",0,"@ShashiTharoor @AatishTaseer @INCIndia Indians are not fools mr Tharoor they know the who is Mr Taseer a half Pakis… https://t.co/Uw87P5PqU6","neutral"
"579",0,"@INCIndia @RahulGandhi U have the guts to debate on Refale and Bofor with ordinary citizen on a public platform ?","neutral"
"580",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"581",0,"For your misconception. @RabriDeviRJD @yadavtejashwi @RahulGandhi @ShashiTharoor @JhaSanjay @INCIndia @rssurjewala… https://t.co/iMFsLJSwap","neutral"
"582",-1,"@sardanarohit For the kind of tweets the evangelical Twitter suspends the account of BJP supporters in collusion wi… https://t.co/BHX7Dwt0Ds","negative"
"583",-1,"RT @sakshijoshii: A very insensitive statement by  #SamPitroda ... This is how u feel for the victims of 1984 riots!  @INCIndia","negative"
"584",0,"RT @ARanganathan72: 176. @INCIndia BANNED Balraj Sahni's iconic play Jadoo ki Kursi that lampooned Nehru. https://t.co/cTKl4ClhWN","neutral"
"585",-1,"RT @RT_MediaAdvPbCM: Major blow for @DharamvirGandhi as his NPP Patiala District President Manjit Kaur joins @INCIndia along with supporter…","negative"
"586",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"587",0,"#RT @CHOTIWALA: RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and th… https://t.co/lIuPOkrM8k","neutral"
"588",2,"RT @thesuniljain: For all the retired Navy top brass running to give a clean chit to Rajiv Gandhi @INCIndia @RahulGandhi. Today's @IndianEx…","positive"
"589",1,"Whom I will vote and why? Friends please vote wisely #voteforcongress  #AbHogaNYAY @RahulGandhi @IYC… https://t.co/zB4gfuE9Vz","positive"
"590",0,"@amitap1997 @sardanarohit @INCIndia @kanhaiyakumar @ShashiTharoor Aatish Taseer ka sch pta kro phle and apne desh ke pm pr believe kro","neutral"
"591",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"592",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"593",0,"@INCIndia @RahulGandhi Do you even listen to yourself while talking...Please change your leadership it will do wond… https://t.co/bbmP5fodKE","neutral"
